"Id_Loja","Departamento","Categoria","SubCategoria","Marca","Unidade","Volume","codigo_barra","Nome","dt_cadastro","dt_ultima_alteracao","vlr_produto","vlr_promocao","qtd_estoque_atual","qtd_estoque_minimo","Descricao","ativo","plu","vlr_compra","validade_proxima","qtd_atacado","image_url"
"201",PADARIA,TORTAS/DOCES,DOCES,"",KG,"1",1144,BRIGAD KG,"03/08/2020","03/08/2020",96.59,0.00,100.0000,10.0000,BRIGADEIRO KG REF 8699,S,"11444",23.97,N,0,http://db.buzzer.com.br/middleware/imagens/1144.png
"201",FLV,CEREAIS A GRANEL,DIVERSOS,"",KG,"1",1233,GOMA FESTA DB KG,"03/08/2020","03/08/2020",46.41,0.00,100.0000,10.0000,GOMA FESTA DUBOM KG,S,"12335",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/1233.png
"201",ROTISSERIE/SALGADOS,FRIOS PECA/PEDACOS,MORTADELA,"",KG,"1",1410,MORT FGO PERD KG,"03/08/2020","03/08/2020",12.18,0.00,100.0000,10.0000,MORT FGO PERD KG,S,"14109",2.85,N,0,http://db.buzzer.com.br/middleware/imagens/1410.png
"201",ROTISSERIE/SALGADOS,QUEIJOS FINOS/ESPECIAIS,BRIE,"",KG,"1",1543,QJ KROON EDAM KG,"03/08/2020","03/08/2020",137.99,0.00,100.0000,10.0000,QJ KROON EDAM KG,S,"15431",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/1543.png
"201",FLV,CEREAIS A GRANEL,DIVERSOS,"",KG,"1",1565,MARSH TWISTER DB KG,"03/08/2020","03/08/2020",61.88,0.00,100.0000,10.0000,MARSHMALLOW TWISTER COLOR DUBOM KG,S,"15652",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/1565.png
"201",FLV,CEREAIS A GRANEL,DIVERSOS,"",KG,"1",1566,CHOC PO 32 DB KG,"03/08/2020","03/08/2020",35.58,0.00,100.0000,10.0000,CHOC PO 32 DUBOM KG,S,"15660",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/1566.png
"201",FLV,FOLHAGENS/AGRANEL,DIVERSOS,"",KG,"1",1687,ALMEIRAO KG,"03/08/2020","03/08/2020",37.48,0.00,100.0000,10.0000,ALMEIRAO KG                         L15,S,"16870",12.50,N,0,http://db.buzzer.com.br/middleware/imagens/1687.png
"201",FLV,FRUTAS IMPORTADAS/AGRANEL,PERAS,"",KG,"1",1762,PERA RED BARTELETI KG,"03/08/2020","03/08/2020",29.43,0.00,100.0000,10.0000,PERA RED BARTELETI KG                L15,S,"17620",6.95,N,0,http://db.buzzer.com.br/middleware/imagens/1762.png
"201",FLV,CEREAIS A GRANEL,DIVERSOS,"",KG,"1",1775,PAST CHOC DB KG,"03/08/2020","03/08/2020",61.11,0.00,100.0000,10.0000,PASTILHA CHOC COLOR DUBOM KG,S,"17752",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/1775.png
"201",FLV,CEREAIS A GRANEL,DIVERSOS,"",KG,"1",1888,AMEND TORR DB KG,"03/08/2020","03/08/2020",37.90,0.00,100.0000,10.0000,AMEND TORRADO SALG DUBOM KG,S,"18880",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/1888.png
"201",FLV,CEREAIS A GRANEL,DIVERSOS,"",KG,"1",1889,MARSH CORAC DB KG,"03/08/2020","03/08/2020",61.88,0.00,100.0000,10.0000,MARSHMALLOW CORACAO COLOR DUBOM KG,S,"18899",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/1889.png
"201",ACOUGUE,CORTES MATURADOS AVACUO,CORTES MATURADOS AVACUO,"",KG,"1",2135,CARNE BOV 1953 COR ALC,"03/08/2020","03/08/2020",54.15,0.00,100.0000,10.0000,CARNE BOV FRIBOI 1953 COR ALC BOMBOM KG,S,"21350",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/2135.png
"201",ACOUGUE,CORTES MATURADOS AVACUO,CORTES MATURADOS AVACUO,"",KG,"1",2158,CARNE BOV 1953 PATINHO,"03/08/2020","03/08/2020",38.74,0.00,100.0000,10.0000,CARNE BOV FRIBOI 1953 PATINHO RESF KG,S,"21580",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/2158.png
"201",FRIOS/LATIC/CONGELADOS,QUEIJOS POPULARES,MINAS FRESCAL,"",KG,"1",2165,QJ PADRAO NAT VACA KG,"03/08/2020","03/08/2020",52.25,0.00,100.0000,1.0000,QJ MINAS PADRAO MINI NATURAL VACA KG,S,"21652",38.05,N,0,http://db.buzzer.com.br/middleware/imagens/2165.png
"201",FLV,CEREAIS A GRANEL,DIVERSOS,"",KG,"1",2172,GRANOLA PASSAS/MEL KG,"03/08/2020","03/08/2020",39.32,0.00,100.0000,10.0000,GRANOLA PASSAS/MEL DUBOM KG,S,"21725",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/2172.png
"201",ACOUGUE,CORTES MATURADOS AVACUO,CORTES MATURADOS AVACUO,"",KG,"1",2189,COST P/GR BOV HERE KG,"03/08/2020","03/08/2020",57.83,0.00,100.0000,10.0000,COSTELA P/GRELHA BOV HEREFORD KG,S,"21890",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/2189.png
"201",ROTISSERIE/SALGADOS,QUEIJOS POPULARES PECA/PEDACO,COALHO,"",KG,"1",2301,QJ COAL BUFALA PEC KG,"03/08/2020","03/08/2020",48.63,0.00,100.0000,10.0000,QJ COALHO BUFALA AUTALAC PEC KG,S,"23019",31.00,N,0,http://db.buzzer.com.br/middleware/imagens/2301.png
"201",ACOUGUE,TRASEIRO S/OSSO PECA,TRASEIRO PECA,"",KG,"1",2714,CARNE BOV PIC B KG,"03/08/2020","03/08/2020",40.70,0.00,100.0000,10.0000,CARNE BOV PICANHA B RESF KG,S,"27146",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/2714.png
"201",FRIOS/LATIC/CONGELADOS,CARNES TRADICIONAIS CONGELADAS,SUINAS,"",KG,"1",2745,COPA SOBREP CONG KG,"03/08/2020","03/08/2020",23.10,0.00,100.0000,1.0000,COPA LOMBO SOBREPALETA FRIMESA CONG KG,S,"27456",10.30,N,0,http://db.buzzer.com.br/middleware/imagens/2745.png
"201",FRIOS/LATIC/CONGELADOS,QUEIJOS POPULARES,RICOTA,"",KG,"1",2769,QJ RICOTA TOYA KG,"03/08/2020","03/08/2020",17.01,0.00,100.0000,3.0000,QJ RICOTA FRESCA TOYA KG,S,"27693",10.00,N,0,http://db.buzzer.com.br/middleware/imagens/2769.png
"201",ROTISSERIE/SALGADOS,DEFUMADOS,BACON,"",KG,"1",2776,BACON FRIMESA PECA KG,"03/08/2020","03/08/2020",33.57,0.00,100.0000,10.0000,BACON FRIMESA PECA KG,S,"27766",14.59,N,0,http://db.buzzer.com.br/middleware/imagens/2776.png
"201",FRIOS/LATIC/CONGELADOS,QUEIJOS POPULARES,MUSSARELA,"",KG,"1",2813,QJ MUS LIG TIR KG,"03/08/2020","03/08/2020",59.56,0.00,100.0000,10.0000,QJ MUSSARELA LANCH LIG TIROLEZ KG,S,"28134",28.29,N,0,http://db.buzzer.com.br/middleware/imagens/2813.png
"201",ACOUGUE,SUINO CONGELADO,CORTES CONGELADOS,"",KG,"1",2905,COST SUINA CONG KG,"03/08/2020","03/08/2020",26.78,0.00,100.0000,10.0000,COSTELA SUINA FRIMESA SERR CONG KG,S,"29050",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/2905.png
"201",ACOUGUE,SUINO CONGELADO,CORTES CONGELADOS,"",KG,"1",2910,FILE SUINO CONG KG,"03/08/2020","03/08/2020",24.25,0.00,100.0000,10.0000,FILE SUINO FRIMESA CONG KG,S,"29106",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/2910.png
"201",ACOUGUE,SUINO CONGELADO,CORTES CONGELADOS,"",KG,"1",2912,BISTECA SUINA CONG KG,"03/08/2020","03/08/2020",17.81,0.00,100.0000,10.0000,BISTECA SUINA FRIMESA CONG KG,S,"29122",13.14,N,0,http://db.buzzer.com.br/middleware/imagens/2912.png
"201",ROTISSERIE/SALGADOS,LINGUICAS,CALABRESA/PORTUG/PAIO,"",KG,"1",2936,LING TPO CALAB CER KG,"03/08/2020","03/08/2020",44.84,0.00,100.0000,10.0000,LING CALAB CERATTI KG,S,"29360",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/2936.png
"201",ROTISSERIE/SALGADOS,QUEIJOS FINOS/ESPECIAIS,GOUDA,"",KG,"1",3041,QJ TIPO GRANA PADAN KG,"03/08/2020","03/08/2020",126.49,0.00,100.0000,10.0000,QJ TIPO GRANA PADANO GRAN MESTRI FRAC KG,S,"30414",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/3041.png
"201",FLV,SAZONAL - F.L.V,FRUTAS SECAS,"",KG,"1",3230,TAMARA ESPANH C/CAR KG,"03/08/2020","03/08/2020",60.59,0.00,100.0000,10.0000,TAMARA ESPANHOLA C/CAROCO KG,S,"32301",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/3230.png
"201",PADARIA,TORTAS/DOCES,TORTAS,"",KG,"1",3317,MASSA PIZZA F400,"03/08/2020","03/08/2020",34.37,0.00,100.0000,10.0000,MASSA PIZZA F400,S,"33170",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/3317.png
"201",ROTISSERIE/SALGADOS,QUEIJOS FINOS/ESPECIAIS,GOUDA,"",KG,"1",3322,QJ PARM GRAN MEIA P KG,"03/08/2020","03/08/2020",83.48,0.00,100.0000,10.0000,QJ PARMESAO GRAN MESTRI MEIA PC KG,S,"33227",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/3322.png
"201",ROTISSERIE/SALGADOS,QUEIJOS FINOS/ESPECIAIS,GOUDA,"",KG,"1",3326,QJ PARM ZERO LACT KG,"03/08/2020","03/08/2020",103.03,0.00,100.0000,10.0000,QJ PARMESAO GRAN MESTRI ZERO LACT KG,S,"33260",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/3326.png
"201",FRIOS/LATIC/CONGELADOS,QUEIJOS POPULARES,PRATO,"",KG,"1",3338,QJ REINO REG FRAC KG,"03/08/2020","03/08/2020",102.80,0.00,100.0000,10.0000,QJ REINO REGINA FRAC KG,S,"33383",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/3338.png
"201",ROTISSERIE/SALGADOS,QUEIJOS POPULARES PECA/PEDACO,PARMESAO,"",KG,"1",3405,QJ PROV BURIT PIMEN KG,"03/08/2020","03/08/2020",71.75,0.00,100.0000,10.0000,QJ PROVOLONE BURITIS PIMENTA KG,S,"34053",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/3405.png
"201",ROTISSERIE/SALGADOS,QUEIJOS POPULARES PECA/PEDACO,PARMESAO,"",KG,"1",3407,QJ PARM BURIT LIGHT KG,"03/08/2020","03/08/2020",82.67,0.00,100.0000,10.0000,QJ PARMESAO FRAC BURITIS LIGHT KG,S,"34070",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/3407.png
"201",FLV,FOLHAGENS/AGRANEL,COUVE,"",KG,"1",3421,BROCOLIS COMUM KG,"03/08/2020","03/08/2020",31.38,0.00,100.0000,10.0000,BROCOLIS COMUM KG,S,"34215",16.10,N,0,http://db.buzzer.com.br/middleware/imagens/3421.png
"201",FLV,LEGUMES/AGRANEL,TUBERCULOS,"",KG,"1",3423,BATAT POT LV KG,"03/08/2020","03/08/2020",9.76,0.00,100.0000,10.0000,BATATA PORTUGUESA LAV KG,S,"34231",1.40,N,0,http://db.buzzer.com.br/middleware/imagens/3423.png
"201",ACOUGUE,BIFES,LIVRE,"",KG,"1",3483,CARRE FRAN S/CAP OV KG,"03/08/2020","03/08/2020",112.00,0.00,100.0000,10.0000,CARRE FRANCES S/CAPA OVINO KG,S,"34835",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/3483.png
"201",ACOUGUE,BIFES,LIVRE,"",KG,"1",3485,PERNIL CORD C/OSSO KG,"03/08/2020","03/08/2020",56.68,0.00,100.0000,10.0000,PENIL CORDEIRO C/OSSO CONG KG,S,"34851",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/3485.png
"201",ACOUGUE,SUINO CONGELADO,CORTES CONGELADOS,"",KG,"1",3490,PICANHA SUINA CONG KG,"03/08/2020","03/08/2020",26.78,0.00,100.0000,10.0000,PICANHA SUINA FRIMESA CONG KG,S,"34908",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/3490.png
"201",FLV,FRUTAS NACIONAIS/AGRANEL,DIVERSOS,"",KG,"1",3520,KIW FRUT KG,"03/08/2020","03/08/2020",37.13,0.00,100.0000,10.0000,KIWI KG                             L15,S,"35203",8.00,N,0,http://db.buzzer.com.br/middleware/imagens/3520.png
"201",FLV,LEGUMES/AGRANEL,PIMENTAO,"",KG,"1",3636,PIMENTAO VM KG,"03/08/2020","03/08/2020",25.86,0.00,100.0000,10.0000,PIMENTAO VERMELHO KG                L15,S,"36366",21.61,N,0,http://db.buzzer.com.br/middleware/imagens/3636.png
"201",ROTISSERIE/SALGADOS,QUEIJOS FINOS/ESPECIAIS,OUTROS TIPOS,"",KG,"1",3674,QJ PARM PRESID PEC KG,"03/08/2020","03/08/2020",83.94,0.00,100.0000,10.0000,QJ PARMESAO PRESIDENT PEC KG,S,"36749",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/3674.png
"201",FLV,SAZONAL - F.L.V,FRUTAS SECAS,"",KG,"1",3706,CIDRA CRISTALIZ KG,"03/08/2020","03/08/2020",58.64,0.00,100.0000,10.0000,CIDRA CRISTALIZ KG,S,"37060",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/3706.png
"201",FRIOS/LATIC/CONGELADOS,QUEIJOS POPULARES,MINAS FRESCAL,"",KG,"1",3797,QJ MINAS PAD LIG KG,"03/08/2020","03/08/2020",70.94,0.00,100.0000,10.0000,QJ MINAS PADRAO LIGHT TIROLEZ KG,S,"37974",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/3797.png
"201",ROTISSERIE/SALGADOS,QUEIJOS FINOS/ESPECIAIS,PROVOLONE,"",KG,"1",3803,QJ MUSSARELA LIGH,"03/08/2020","03/08/2020",62.78,0.00,100.0000,10.0000,QJ MUSSARELA LIGH S/LACT TIROLEZ PEC KG,S,"38032",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/3803.png
"201",ROTISSERIE/SALGADOS,QUEIJOS FINOS/ESPECIAIS,EMENTAL,"",KG,"1",3896,QJ EMMENTAL SUPREM KG,"03/08/2020","03/08/2020",74.97,0.00,100.0000,10.0000,QJ EMMENTAL SUPREMO KG,S,"38962",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/3896.png
"201",FRIOS/LATIC/CONGELADOS,QUEIJOS POPULARES,PRATO,"",KG,"1",3988,QJ MUS LACHE TIR KG,"03/08/2020","03/08/2020",58.18,0.00,100.0000,10.0000,QJ MUSSARELA LANCHE TIROLEZ KG,S,"39888",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/3988.png
"201",ROTISSERIE/SALGADOS,LINGUICAS,TOSCANA,"",KG,"1",4048,LING TOSC PERD BRAS KG,"03/08/2020","03/08/2020",28.38,0.00,100.0000,10.0000,LING TOSC PERD NA BRASA KG,S,"40487",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/4048.png
"201",ROTISSERIE/SALGADOS,QUEIJOS FINOS/ESPECIAIS,BRIE,"",KG,"1",4077,QJ BRIE QUATA KG,"03/08/2020","03/08/2020",77.27,0.00,100.0000,1.0000,QJ BRIE QUATA KG,S,"40770",52.63,N,0,http://db.buzzer.com.br/middleware/imagens/4077.png
"201",FLV,FOLHAGENS/AGRANEL,DIVERSOS,"",KG,"1",4176,ENDIVIA BRANCA AER KG,"03/08/2020","03/08/2020",56.22,0.00,100.0000,10.0000,ENDIVIA BRANCA AER KG,S,"41769",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/4176.png
"201",FLV,FRUTAS NACIONAIS/AGRANEL,DIVERSOS,"",KG,"1",4374,TAMARINDO KG,"03/08/2020","03/08/2020",73.70,0.00,100.0000,10.0000,TAMARINDO KG,S,"43745",41.45,N,0,http://db.buzzer.com.br/middleware/imagens/4374.png
"201",FLV,FRUTAS IMPORTADAS/AGRANEL,UVAS,"",KG,"1",4381,UVA THOMPS KG,"03/08/2020","03/08/2020",45.30,0.00,100.0000,10.0000,UVA THOMPSON KG                    L15,S,"43818",9.24,N,0,http://db.buzzer.com.br/middleware/imagens/4381.png
"201",ROTISSERIE/SALGADOS,FRIOS FATIADOS,SALAME,"",KG,"1",4411,SALAM ITA CERATTI KG,"03/08/2020","03/08/2020",97.28,0.00,100.0000,10.0000,SALAME ITAL CERATTI KG,S,"44113",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/4411.png
"201",ROTISSERIE/SALGADOS,FRIOS FATIADOS,SALAME,"",KG,"1",4413,SALAMINHO CERATTI KG,"03/08/2020","03/08/2020",109.58,0.00,100.0000,10.0000,SALAMINHO CERATTI KG,S,"44130",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/4413.png
"201",FLV,FRUTAS NACIONAIS/AGRANEL,MANGA,"",KG,"1",4723,MANGA PALMER AER KG,"03/08/2020","03/08/2020",13.44,0.00,100.0000,10.0000,MANGA PALMER AER KG,S,"47236",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/4723.png
"201",FRIOS/LATIC/CONGELADOS,BACON,PEDACO,"",KG,"1",4886,BACON SADIA PED KG,"03/08/2020","03/08/2020",58.63,0.00,100.0000,10.0000,BACON SADIA PED KG,S,"48860",16.96,N,0,http://db.buzzer.com.br/middleware/imagens/4886.png
"201",FRIOS/LATIC/CONGELADOS,QUEIJOS FINOS/ESPECIAIS,PROVOLONE,"",KG,"1",4923,QJ PROV FR SALAMINI KG,"03/08/2020","03/08/2020",126.49,0.00,100.0000,10.0000,QJ PROVOLONE FR SALAMINI DOLCE KG,S,"49239",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/4923.png
"201",ROTISSERIE/SALGADOS,QUEIJOS FINOS/ESPECIAIS,EMENTAL,"",KG,"1",5005,QJ GOUDA CHEESELAND KG,"03/08/2020","03/08/2020",183.99,0.00,100.0000,10.0000,QJ GOUDA CHEESELAND PIMENTA PTA KG,S,"50059",37.11,N,0,http://db.buzzer.com.br/middleware/imagens/5005.png
"201",FRIOS/LATIC/CONGELADOS,QUEIJOS POPULARES,MUSSARELA,"",KG,"1",5111,QJ MUS QUATA MET KG,"03/08/2020","03/08/2020",68.41,0.00,100.0000,10.0000,QJ MUSSARELA QUATA METADE KG,S,"51110",17.03,N,0,http://db.buzzer.com.br/middleware/imagens/5111.png
"201",FRIOS/LATIC/CONGELADOS,QUEIJOS POPULARES,MINAS PADRAO,"",KG,"1",5120,QJ MINAS PAD CRIST KG,"03/08/2020","03/08/2020",68.41,0.00,100.0000,10.0000,QJ MINAS PADRAO CRISTINA METADE KG,S,"51209",25.50,N,0,http://db.buzzer.com.br/middleware/imagens/5120.png
"201",LINHA FINA,LINGUICAS FINAS,PORCO,"",KG,"1",5433,LING PERNIL FINA KG,"03/08/2020","03/08/2020",32.07,0.00,100.0000,10.0000,LING PERNIL FINA GOLD MEAT KG,S,"54330",14.06,N,0,http://db.buzzer.com.br/middleware/imagens/5433.png
"201",ROTISSERIE/SALGADOS,QUEIJOS FINOS/ESPECIAIS,BRIE,"",KG,"1",5678,QJ BRIE DOR KG,"03/08/2020","03/08/2020",88.31,0.00,100.0000,10.0000,QJ BRIE DOR KG,S,"56782",37.11,N,0,http://db.buzzer.com.br/middleware/imagens/5678.png
"201",ROTISSERIE/SALGADOS,QUEIJOS FINOS/ESPECIAIS,EMENTAL,"",KG,"1",5722,QJ EMENT FRAC TIROL KG,"03/08/2020","03/08/2020",126.49,0.00,100.0000,10.0000,QJ EMENTAL FRAC TIROLEZ KG,S,"57223",66.66,N,0,http://db.buzzer.com.br/middleware/imagens/5722.png
"201",FLV,LEGUMES/AGRANEL,TOMATE,"",KG,"1",5906,TOMATE ITALIANO KG,"03/08/2020","03/08/2020",18.27,0.00,100.0000,10.0000,TOMATE ITALIANO KG,S,"59064",17.77,N,0,http://db.buzzer.com.br/middleware/imagens/5906.png
"201",PADARIA,TORTAS/DOCES,DOCES,"",KG,"1",5920,MOUSSE CUP KG REF 5915,"03/08/2020","03/08/2020",35.64,0.00,100.0000,10.0000,MOUSSE CUPUACU KG REF 59153,S,"59200",9.45,N,0,http://db.buzzer.com.br/middleware/imagens/5920.png
"201",PADARIA,PAES,BRIOCHES,"",KG,"1",6224,PAO INT LIGHT  KG,"03/08/2020","03/08/2020",31.50,0.00,100.0000,10.0000,PAO INTEGRAL LIGHT  KG,S,"62243",9.27,N,0,http://db.buzzer.com.br/middleware/imagens/6224.png
"201",ACOUGUE/FRANGO,FRANGO INTEIRO,FRANGO INATURA,"",KG,"1",6335,FGO CONG COR/MARING KG,"03/08/2020","03/08/2020",7.46,0.00,100.0000,10.0000,FRANGO CONG COROAVES/MARINGA KG,S,"63355",2.85,N,0,http://db.buzzer.com.br/middleware/imagens/6335.png
"201",FLV,FOLHAGENS/AGRANEL,CONDIMENTOS,"",KG,"1",6347,MANJERICAO KG,"03/08/2020","03/08/2020",57.60,0.00,100.0000,10.0000,MANJERICAO KG,S,"63479",13.50,N,0,http://db.buzzer.com.br/middleware/imagens/6347.png
"201",FRIOS/LATIC/CONGELADOS,QUEIJOS POPULARES,PRATO,"",KG,"1",6547,QJ PRATO COBOCO MET KG,"03/08/2020","03/08/2020",65.19,0.00,100.0000,10.0000,QJ PRATO QUATA COBOCO METADE KG,S,"65471",22.16,N,0,http://db.buzzer.com.br/middleware/imagens/6547.png
"201",FRIOS/LATIC/CONGELADOS,QUEIJOS POPULARES,RICOTA,"",KG,"1",6590,QJ RICOTA FRESCA KG,"03/08/2020","03/08/2020",36.10,0.00,100.0000,10.0000,QJ RICOTA FRESCA BOM DESTINO KG,S,"65900",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/6590.png
"201",PADARIA,TORTAS/DOCES,DOCES,"",KG,"1",6668,MOUSSE MARACUJA KG,"03/08/2020","03/08/2020",18.85,0.00,100.0000,10.0000,MOUSSE MARACUJA KG REF 66672,S,"66680",3.59,N,0,http://db.buzzer.com.br/middleware/imagens/6668.png
"201",ROTISSERIE/SALGADOS,QUEIJOS POPULARES PECA/PEDACO,ESFERICO,"",KG,"1",6741,QJ ESF TIROLEZ PEC KG,"03/08/2020","03/08/2020",70.37,0.00,100.0000,10.0000,QJ ESFERICO TIROLEZ PEC KG,S,"67415",22.14,N,0,http://db.buzzer.com.br/middleware/imagens/6741.png
"201",ROTISSERIE/SALGADOS,QUEIJOS POPULARES PECA/PEDACO,PARMESAO,"",KG,"1",6958,QJ PARM MET F AZ,"03/08/2020","03/08/2020",100.50,0.00,100.0000,10.0000,QJ PARMESAO METADE F AZUL KG,S,"69582",44.60,N,0,http://db.buzzer.com.br/middleware/imagens/6958.png
"201",ROTISSERIE/SALGADOS,QUEIJOS POPULARES PECA/PEDACO,ESTEPE,"",KG,"1",7702,QJ ESTEPE TIROLEZ KG,"03/08/2020","03/08/2020",84.28,0.00,100.0000,10.0000,QJ ESTEPE TIROLEZ KG,S,"77020",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/7702.png
"201",ROTISSERIE/SALGADOS,QUEIJOS FINOS/ESPECIAIS,BRIE,"",KG,"1",7893,QJ K MAASDAM KG,"03/08/2020","03/08/2020",126.49,0.00,100.0000,10.0000,QJ KROON MAASDAM KG,S,"78930",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/7893.png
"201",ROTISSERIE/SALGADOS,QUEIJOS FINOS/ESPECIAIS,OUTROS TIPOS,"",KG,"1",7963,QJ PARM CALCAR NEG KG,"03/08/2020","03/08/2020",126.49,0.00,100.0000,10.0000,QJ PARM CALCAR NEGRO KG,S,"79634",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/7963.png
"201",ROTISSERIE/SALGADOS,QUEIJOS FINOS/ESPECIAIS,OUTROS TIPOS,"",KG,"1",8056,QJ PRIMA DONNA AZ KG,"03/08/2020","03/08/2020",241.49,0.00,100.0000,10.0000,QJ PRIMA DONNA AZUL KG,S,"80560",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/8056.png
"201",PEIXARIA,PEIXE AGUA DOCE,PEIXE AGUA DOCE C/ESCAMA,"",KG,"1",8747,PEIXE JARAQUI KG,"03/08/2020","03/08/2020",12.83,0.00,100.0000,10.0000,PEIXE JARAQUI IN NATURA KG,S,"87475",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/8747.png
"201",ROTISSERIE/SALGADOS,LINGUICAS,CALABRESA/PORTUG/PAIO,"",KG,"1",8969,LING PAIO AURORA KG,"03/08/2020","03/08/2020",32.65,0.00,100.0000,10.0000,LING PAIO AURORA KG,S,"89699",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/8969.png
"201",ROTISSERIE/SALGADOS,QUEIJOS FINOS/ESPECIAIS,OUTROS TIPOS,"",KG,"1",9641,QJ PRIMA LEGG KG,"03/08/2020","03/08/2020",241.49,0.00,100.0000,10.0000,QJ PRIMA DONNA LEGG LIGHT KG,S,"96415",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/9641.png
"201",PADARIA,PAES,ESPECIAIS,"",KG,"1",9997,PAO LTE KG,"03/08/2020","03/08/2020",19.65,0.00,100.0000,10.0000,PAO LEITE KG,S,"99970",7.41,N,0,http://db.buzzer.com.br/middleware/imagens/9997.png
"201",FLV,FOLHAGENS/AGRANEL,DIVERSOS,"",MO,"1",30379152,RUCULA MC,"03/08/2020","03/08/2020",4.36,0.00,100.0000,10.0000,RUCULA MC,S,"37915",3.77,N,0,http://db.buzzer.com.br/middleware/imagens/30379152.png
"201",FLV,MOLHOS E TEMPEROS,MOLHOS,"",PC,"1",32473247,MOLHO TUCUPI 500ML UN,"03/08/2020","03/08/2020",8.61,0.00,100.0000,10.0000,MOLHO TUCUPI REGIONAL 500ML UN,S,"247324",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/32473247.png
"201",FLV,FRUTAS IMPORTADAS/EMBALADAS,AMEIXAS,"",PC,"1",32619041,COCO VERDE UN,"03/08/2020","03/08/2020",7.12,0.00,100.0000,10.0000,COCO VERDE UN,S,"261904",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/32619041.png
"201",MERCEARIA - SECA,BISCOITO WAFFER,CHOCOLATE,"",UN,"1",33979236,BISC WAF PELA CHO 120G,"03/08/2020","03/08/2020",2.01,0.00,100.0000,10.0000,BISC WAF PELAGIO CHOCOLATE 120G,S,"1397923",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/33979236.png
"201",LIQUIDA,DESTILADOS,WHISKS,"",UN,"1",50196364,WHISK BUCHANANS 12Y 1L,"03/08/2020","03/08/2020",310.49,0.00,100.0000,10.0000,WHISKY BUCHANANS 12Y 1L,S,"411221",213.23,N,0,http://db.buzzer.com.br/middleware/imagens/50196364.png
"201",LIQUIDA,AGUAS,AGUA C/GAS,"",UN,"1",56004083,AGUA MIN NAT C/G 250ML,"03/08/2020","03/08/2020",11.49,0.00,100.0000,10.0000,AGUA MIN NATURAL C/G PEDRAS SALG 250ML,S,"1779036",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/56004083.png
"201",PERFUMARIA/HIG.PESSOAL,DESODORANTES / SABONETES,DESODORANTES ROLLON,"",UN,"1",75054441,DESOD ROLL SUAV 50ML,"03/08/2020","03/08/2020",7.69,0.00,100.0000,10.0000,DESOD ROLLON SUAVE LAV/ERVA DOCE 50ML,S,"1681192",0.00,N,0,http://db.buzzer.com.br/middleware/imagens/75054441.png
